Id. ,ESRS,Exigence de publication (DR),Description de l'exigence de publication ,Paragraphe,Related AR,Nom,Question ,Précision des informations qualitatives,Type de données,DP conditionnel ou alternatif
2-SBM3-48ci,ESRS 2,SBM-3,"Incidences, risques et opportunités importants et leur lien avec la stratégie et le modèle économique ",48 c i,,Divulgation de la manière dont les impacts négatifs et positifs matériels affectent (ou sont susceptibles d'affecter) les personnes ou l'environnement,Comment gérez-vous les impacts négatifs et positifs matériels liés à la durabilité ?,,narratif,
2-SBM3-48cii,ESRS 2,SBM-3,"Incidences, risques et opportunités importants et leur lien avec la stratégie et le modèle économique ",48 c ii,,Divulgation de la manière dont les impacts proviennent de ou sont connectés à la stratégie et au modèle économique,Comment ces impacts matériels sont-ils attribués à votre entreprise ?,,narratif,
2-SBM3-48ciii,ESRS 2,SBM-3,"Incidences, risques et opportunités importants et leur lien avec la stratégie et le modèle économique ",48 c iii,,Divulgation des horizons temporels raisonnablement attendus pour les impacts,Quel est l'horizon temporel pour ces impacts matériels ?,,narratif,
2-SBM3-48civ,ESRS 2,SBM-3,"Incidences, risques et opportunités importants et leur lien avec la stratégie et le modèle économique ",48 c iv,AR 17,Description de la nature des activités ou des relations commerciales par lesquelles l'entreprise est impliquée dans des impacts matériels,Quelles activités ou modèles commerciaux sont affectés par ces impacts matériels ?,,narratif,
2-SBM3-48d,ESRS 2,SBM-3,"Incidences, risques et opportunités importants et leur lien avec la stratégie et le modèle économique ",48 d,,"Divulgation des effets financiers actuels des risques et opportunités matériels sur la situation financière, la performance financière et les flux de trésorerie, ainsi que des risques et opportunités matériels pour lesquels il existe un risque important de modification matérielle au cours de la prochaine période de reporting annuelle des montants inscrits dans les états financiers associés",Quels sont les effets financiers actuels de ces impacts matériels ?,"Décrire qualitativement les risques et opportunités matériels identifiés et expliquer comment ils impactent actuellement l'entreprise. Cela inclut des descriptions détaillées de chaque risque et opportunité, leur nature, et leur lien avec la stratégie et le modèle économique de l'entreprise",narratif/monétaire,
2-SBM3-48e,ESRS 2,SBM-3,"Incidences, risques et opportunités importants et leur lien avec la stratégie et le modèle économique ",48 e,,"Divulgation des effets financiers anticipés des risques et opportunités matériels sur la situation financière, la performance financière et les flux de trésorerie à court, moyen et long terme",Quels sont les effets financiers anticipés de ces impacts matériels ?,"Décrire qualitativement les risques et opportunités matériels anticipés et expliquer comment ils pourraient affecter l'entreprise à court, moyen et long terme.",narratif/monétaire,
2-SBM3-48f,ESRS 2,SBM-3,"Incidences, risques et opportunités importants et leur lien avec la stratégie et le modèle économique ",48 f,,Informations sur la résilience de la stratégie et du modèle économique concernant la capacité à faire face aux impacts et risques matériels et à tirer parti des opportunités matérielles,Quelle est la résilience de votre stratégie et de votre modèle commercial face à ces impacts matériels ?,,narratif,
2-SBM3-48g,ESRS 2,SBM-3,"Incidences, risques et opportunités importants et leur lien avec la stratégie et le modèle économique ",48 g,,"Divulgation des changements apportés aux impacts, risques et opportunités matériels par rapport à la période de reporting précédente","Quels changements ont été apportés aux impacts, risques et opportunités matériels ?",,narratif,
2-SBM3-48h,ESRS 2,SBM-3,"Incidences, risques et opportunités importants et leur lien avec la stratégie et le modèle économique ",48 h,,"Divulgation de la spécification des impacts, risques et opportunités qui sont couverts par les exigences de divulgation ESRS par opposition à ceux couverts par des divulgations spécifiques à l'entité","Quels sont les détails des impacts, risques et opportunités matériels ?",,narratif,
2-IRO1-53a,ESRS 2,IRO-1,"Description des procédures d'identification et d'évaluation des incidences, risques et opportunités importants",53 a,,"Description des méthodologies et des hypothèses appliquées dans le processus pour identifier les impacts, les risques et les opportunités","Quelles méthodologies et hypothèses utilisez-vous pour identifier les impacts, les risques et les opportunités ?",,narratif,
2-IRO1-53b,ESRS 2,IRO-1,"Description des procédures d'identification et d'évaluation des incidences, risques et opportunités importants",53 b,,"Description du processus d'identification, d'évaluation, de priorisation et de suivi des impacts potentiels et réels sur les personnes et l'environnement, informé par le processus de diligence raisonnable","Comment identifiez-vous, évaluez-vous, priorisez-vous et suivez-vous les impacts potentiels et réels sur les personnes et l'environnement ?",,narratif,
2-IRO1-53bi,ESRS 2,IRO-1,"Description des procédures d'identification et d'évaluation des incidences, risques et opportunités importants",53 b i,,"Description de la manière dont le processus se concentre sur des activités spécifiques, des relations commerciales, des zones géographiques ou d'autres facteurs qui donnent lieu à un risque accru d'impacts négatifs","Comment votre processus se concentre-t-il sur des activités spécifiques, des relations commerciales, des zones géographiques ou d'autres facteurs qui augmentent le risque d'impacts négatifs ?",,narratif,
2-IRO1-53bii,ESRS 2,IRO-1,"Description des procédures d'identification et d'évaluation des incidences, risques et opportunités importants",53 b ii,,Description de la manière dont le processus prend en compte les impacts auxquels l'entreprise est associée par ses propres opérations ou à la suite de relations commerciales,Comment prenez-vous en compte les impacts de vos propres opérations et de vos relations commerciales ?,,narratif,
2-IRO1-53biii,ESRS 2,IRO-1,"Description des procédures d'identification et d'évaluation des incidences, risques et opportunités importants",53 b iii,,Description de la manière dont le processus inclut la consultation des parties prenantes affectées pour comprendre comment elles peuvent être impactées et avec des experts externes,Comment incluez-vous la consultation des parties prenantes affectées et des experts externes dans votre processus ?,,narratif,
2-IRO1-53biv,ESRS 2,IRO-1,"Description des procédures d'identification et d'évaluation des incidences, risques et opportunités importants",53 b iv,,"Description de la manière dont le processus priorise les impacts négatifs en fonction de leur gravité et de leur probabilité relatives et les impacts positifs en fonction de leur ampleur, de leur portée et de leur probabilité relatives, et détermine les questions de durabilité matérielles à des fins de reporting","Comment priorisez-vous les impacts négatifs en fonction de leur gravité et de leur probabilité, et les impacts positifs en fonction de leur ampleur, de leur portée et de leur probabilité ? Comment déterminez-vous les questions de durabilité matérielles pour le reporting ?",,narratif,
2-IRO1-53c,ESRS 2,IRO-1,"Description des procédures d'identification et d'évaluation des incidences, risques et opportunités importants",53 c,,"Description du processus utilisé pour identifier, évaluer, prioriser et surveiller les risques et opportunités qui ont ou peuvent avoir des effets financiers","Comment identifiez-vous, évaluez-vous, priorisez-vous et surveillez-vous les risques et opportunités qui ont ou peuvent avoir des effets financiers ?",,narratif,
2-IRO1-53ci,ESRS 2,IRO-1,"Description des procédures d'identification et d'évaluation des incidences, risques et opportunités importants",53 c i,,Description de la manière dont les connexions des impacts et des dépendances avec les risques et opportunités qui peuvent découler de ces impacts et dépendances ont été prises en compte,"Comment prenez-vous en compte les connexions entre les impacts, les dépendances et les risques et opportunités associés ?",,narratif,
2-IRO1-53cii,ESRS 2,IRO-1,"Description des procédures d'identification et d'évaluation des incidences, risques et opportunités importants",53 c ii,,"Description de la manière dont la probabilité, l'ampleur et la nature des effets des risques et opportunités identifiés ont été évaluées","Comment évaluez-vous la probabilité, l'ampleur et la nature des effets des risques et opportunités identifiés ?",,narratif,
2-IRO1-53ciii,ESRS 2,IRO-1,"Description des procédures d'identification et d'évaluation des incidences, risques et opportunités importants",53 c iii,,Description de la manière dont les risques liés à la durabilité par rapport à d'autres types de risques ont été priorisés,Comment priorisez-vous les risques liés à la durabilité par rapport aux autres types de risques ?,,narratif,
2-IRO1-53d,ESRS 2,IRO-1,"Description des procédures d'identification et d'évaluation des incidences, risques et opportunités importants",53 d,,Description du processus de prise de décision et des procédures de contrôle interne associées,Quel est votre processus de prise de décision et quelles sont les procédures de contrôle interne associées ?,,narratif,
2-IRO1-53e,ESRS 2,IRO-1,"Description des procédures d'identification et d'évaluation des incidences, risques et opportunités importants",53 e,,"Description de la mesure dans laquelle et de la manière dont le processus d'identification, d'évaluation et de gestion des impacts et des risques est intégré dans le processus global de gestion des risques et utilisé pour évaluer le profil de risque global et les processus de gestion des risques","Dans quelle mesure et comment intégrez-vous le processus d'identification, d'évaluation et de gestion des impacts et des risques dans votre processus global de gestion des risques ?",,narratif,
2-IRO1-53f,ESRS 2,IRO-1,"Description des procédures d'identification et d'évaluation des incidences, risques et opportunités importants",53 f,,"Description de la mesure dans laquelle et de la manière dont le processus d'identification, d'évaluation et de gestion des opportunités est intégré dans le processus de gestion global","Dans quelle mesure et comment intégrez-vous le processus d'identification, d'évaluation et de gestion des opportunités dans votre processus de gestion global ?",,narratif,Conditionnel
